r,t,f,y,UseByTechnologyAnnual
REGION1,LNDCP06IINOC,LNOC,2030,0.0027
REGION1,LNDCP06IINOE,LNOE,2016,0.0082
REGION1,LNDCP06IINOE,LNOE,2017,0.0076
REGION1,LNDCP06IINOE,LNOE,2018,0.0071
REGION1,LNDCP06IINOE,LNOE,2019,0.0065
REGION1,LNDCP06IINOE,LNOE,2020,0.0075
REGION1,LNDCP06IINOE,LNOE,2021,0.0086
REGION1,LNDCP06IINOE,LNOE,2022,0.0081
REGION1,LNDCP06IINOE,LNOE,2023,0.0076
REGION1,LNDCP06IINOE,LNOE,2024,0.007
REGION1,LNDCP06IINOE,LNOE,2025,0.0065
REGION1,LNDCP06IINOE,LNOE,2026,0.0059
REGION1,LNDCP06IINOE,LNOE,2027,0.0054
REGION1,LNDCP06IINOE,LNOE,2028,0.0048
REGION1,LNDCP06IINOE,LNOE,2029,0.0043
REGION1,LNDCP06IINOE,LNOE,2030,0.0038
REGION1,LNDCP06IINOW,LNOW,2016,0.0108
REGION1,LNDCP06IINOW,LNOW,2017,0.01
REGION1,LNDCP06IINOW,LNOW,2018,0.0093
REGION1,LNDCP06IINOW,LNOW,2019,0.0086
REGION1,LNDCP06IINOW,LNOW,2020,0.0099
REGION1,LNDCP06IINOW,LNOW,2021,0.0114
REGION1,LNDCP06IINOW,LNOW,2022,0.0107
REGION1,LNDCP06IINOW,LNOW,2023,0.0099
REGION1,LNDCP06IINOW,LNOW,2024,0.0092
REGION1,LNDCP06IINOW,LNOW,2025,0.0085
REGION1,LNDCP06IINOW,LNOW,2026,0.0078
REGION1,LNDCP06IINOW,LNOW,2027,0.0071
REGION1,LNDCP06IINOW,LNOW,2028,0.0064
REGION1,LNDCP06IINOW,LNOW,2029,0.0056
REGION1,LNDCP06IINOW,LNOW,2030,0.0049
REGION1,LNDCP06IIRRD,LRRD,2016,0.0046
REGION1,LNDCP06IIRRD,LRRD,2017,0.0043
REGION1,LNDCP06IIRRD,LRRD,2018,0.004
REGION1,LNDCP06IIRRD,LRRD,2019,0.0037
REGION1,LNDCP06IIRRD,LRRD,2020,0.0034
REGION1,LNDCP06IIRRD,LRRD,2021,0.0031
REGION1,LNDCP06IIRRD,LRRD,2022,0.0028
REGION1,LNDCP06IIRRD,LRRD,2023,0.0025
REGION1,LNDCP06IIRRD,LRRD,2024,0.0021
REGION1,LNDCP06IIRRD,LRRD,2025,0.0018
REGION1,LNDCP06IIRRD,LRRD,2026,0.0015
REGION1,LNDCP06IIRRD,LRRD,2027,0.0013
REGION1,LNDCP06IIRRD,LRRD,2028,0.0011
REGION1,LNDCP06IIRRD,LRRD,2029,0.0009
REGION1,LNDCP06IIRRD,LRRD,2030,0.0008
REGION1,LNDCP06IISOC,LSOC,2016,0.0108
REGION1,LNDCP06IISOC,LSOC,2017,0.0124
REGION1,LNDCP06IISOC,LSOC,2018,0.0139
REGION1,LNDCP06IISOC,LSOC,2019,0.0128
REGION1,LNDCP06IISOC,LSOC,2020,0.0125
REGION1,LNDCP06IISOC,LSOC,2021,0.0114
REGION1,LNDCP06IISOC,LSOC,2022,0.0103
REGION1,LNDCP06IISOC,LSOC,2023,0.0093
REGION1,LNDCP06IISOC,LSOC,2024,0.0082
REGION1,LNDCP06IISOC,LSOC,2025,0.0071
REGION1,LNDCP06IISOC,LSOC,2026,0.0061
REGION1,LNDCP06IISOC,LSOC,2027,0.0051
REGION1,LNDCP06IISOC,LSOC,2028,0.0044
REGION1,LNDCP06IISOC,LSOC,2029,0.0037
REGION1,LNDCP06IISOC,LSOC,2030,0.0032
REGION1,LNDCP06IISOE,LSOE,2016,0.0089
REGION1,LNDCP06IISOE,LSOE,2017,0.0083
REGION1,LNDCP06IISOE,LSOE,2018,0.0078
REGION1,LNDCP06IISOE,LSOE,2019,0.0072
REGION1,LNDCP06IISOE,LSOE,2020,0.0066
REGION1,LNDCP06IISOE,LSOE,2021,0.006
REGION1,LNDCP06IISOE,LSOE,2022,0.0054
REGION1,LNDCP06IISOE,LSOE,2023,0.0048
REGION1,LNDCP06IISOE,LSOE,2024,0.0042
REGION1,LNDCP06IISOE,LSOE,2025,0.0036
REGION1,LNDCP06IISOE,LSOE,2026,0.003
REGION1,LNDCP06IISOE,LSOE,2027,0.0026
REGION1,LNDCP06IISOE,LSOE,2028,0.0022
REGION1,LNDCP06IISOE,LSOE,2029,0.0019
REGION1,LNDCP06IISOE,LSOE,2030,0.0016
REGION1,LNDCP06IRMRD,LMRD,2016,0.0028
REGION1,LNDCP06IRMRD,LMRD,2017,0.0026
REGION1,LNDCP06IRMRD,LMRD,2018,0.0024
REGION1,LNDCP06IRMRD,LMRD,2019,0.0023
REGION1,LNDCP06IRMRD,LMRD,2020,0.0021
REGION1,LNDCP06IRMRD,LMRD,2021,0.0019
REGION1,LNDCP06IRMRD,LMRD,2022,0.0017
REGION1,LNDCP06IRMRD,LMRD,2023,0.0014
REGION1,LNDCP06IRMRD,LMRD,2024,0.0012
REGION1,LNDCP06IRMRD,LMRD,2025,0.001
REGION1,LNDCP06IRMRD,LMRD,2026,0.0009
REGION1,LNDCP06IRMRD,LMRD,2027,0.0007
REGION1,LNDCP06IRMRD,LMRD,2028,0.0006
REGION1,LNDCP06IRMRD,LMRD,2029,0.0005
REGION1,LNDCP06IRMRD,LMRD,2030,0.0005
REGION1,LNDCP06IRNOC,LNOC,2016,0.0031
REGION1,LNDCP06IRNOC,LNOC,2017,0.0029
REGION1,LNDCP06IRNOC,LNOC,2018,0.0033
REGION1,LNDCP06IRNOC,LNOC,2019,0.0031
REGION1,LNDCP06IRNOC,LNOC,2020,0.0029
REGION1,LNDCP06IRNOC,LNOC,2021,0.0027
REGION1,LNDCP06IRNOC,LNOC,2022,0.0025
REGION1,LNDCP06IRNOC,LNOC,2023,0.0023
REGION1,LNDCP06IRNOC,LNOC,2024,0.0021
REGION1,LNDCP06IRNOC,LNOC,2025,0.0019
REGION1,LNDCP06IRNOC,LNOC,2026,0.0017
REGION1,LNDCP06IRNOC,LNOC,2027,0.0014
REGION1,LNDCP06IRNOC,LNOC,2028,0.0012
REGION1,LNDCP06IRNOC,LNOC,2029,0.0011
REGION1,LNDCP06IRNOC,LNOC,2030,0.0009
REGION1,LNDCP06IRNOE,LNOE,2016,0.0106
REGION1,LNDCP06IRNOE,LNOE,2017,0.0122
REGION1,LNDCP06IRNOE,LNOE,2018,0.014
REGION1,LNDCP06IRNOE,LNOE,2019,0.0162
REGION1,LNDCP06IRNOE,LNOE,2020,0.0186
REGION1,LNDCP06IRNOE,LNOE,2021,0.0214
REGION1,LNDCP06IRNOE,LNOE,2022,0.0246
REGION1,LNDCP06IRNOE,LNOE,2023,0.0283
REGION1,LNDCP06IRNOE,LNOE,2024,0.0325
REGION1,LNDCP06IRNOE,LNOE,2025,0.0374
REGION1,LNDCP06IRNOE,LNOE,2026,0.043
REGION1,LNDCP06IRNOE,LNOE,2027,0.0494
REGION1,LNDCP06IRNOE,LNOE,2028,0.0568
REGION1,LNDCP06IRNOE,LNOE,2029,0.0592
REGION1,LNDCP06IRNOE,LNOE,2030,0.0681
REGION1,LNDCP06IRNOW,LNOW,2016,0.0036
REGION1,LNDCP06IRNOW,LNOW,2017,0.0042
REGION1,LNDCP06IRNOW,LNOW,2018,0.0048
REGION1,LNDCP06IRNOW,LNOW,2019,0.0055
REGION1,LNDCP06IRNOW,LNOW,2020,0.0063
REGION1,LNDCP06IRNOW,LNOW,2021,0.0073
REGION1,LNDCP06IRNOW,LNOW,2022,0.0084
REGION1,LNDCP06IRNOW,LNOW,2023,0.0097
REGION1,LNDCP06IRNOW,LNOW,2024,0.0111
REGION1,LNDCP06IRNOW,LNOW,2025,0.0128
REGION1,LNDCP06IRNOW,LNOW,2026,0.0147
REGION1,LNDCP06IRNOW,LNOW,2027,0.0169
REGION1,LNDCP06IRNOW,LNOW,2028,0.0194
REGION1,LNDCP06IRNOW,LNOW,2029,0.0223
REGION1,LNDCP06IRNOW,LNOW,2030,0.0257
REGION1,LNDCP06IRRRD,LRRD,2016,0.0015
REGION1,LNDCP06IRRRD,LRRD,2017,0.0014
REGION1,LNDCP06IRRRD,LRRD,2018,0.0013
REGION1,LNDCP06IRRRD,LRRD,2019,0.0012
REGION1,LNDCP06IRRRD,LRRD,2020,0.0011
REGION1,LNDCP06IRRRD,LRRD,2021,0.001
REGION1,LNDCP06IRRRD,LRRD,2022,0.0009
REGION1,LNDCP06IRRRD,LRRD,2023,0.0008
REGION1,LNDCP06IRRRD,LRRD,2024,0.0007
REGION1,LNDCP06IRRRD,LRRD,2025,0.0006
REGION1,LNDCP06IRRRD,LRRD,2026,0.0005
REGION1,LNDCP06IRRRD,LRRD,2027,0.0004
REGION1,LNDCP06IRRRD,LRRD,2028,0.0004
REGION1,LNDCP06IRRRD,LRRD,2029,0.0003
REGION1,LNDCP06IRRRD,LRRD,2030,0.0003
REGION1,LNDCP06IRSOC,LSOC,2016,0.0035
REGION1,LNDCP06IRSOC,LSOC,2017,0.0041
REGION1,LNDCP06IRSOC,LSOC,2018,0.0047
REGION1,LNDCP06IRSOC,LSOC,2019,0.0043
REGION1,LNDCP06IRSOC,LSOC,2020,0.004
REGION1,LNDCP06IRSOC,LSOC,2021,0.0036
REGION1,LNDCP06IRSOC,LSOC,2022,0.0032
REGION1,LNDCP06IRSOC,LSOC,2023,0.0029
REGION1,LNDCP06IRSOC,LSOC,2024,0.0025
REGION1,LNDCP06IRSOC,LSOC,2025,0.0022
REGION1,LNDCP06IRSOC,LSOC,2026,0.0018
REGION1,LNDCP06IRSOC,LSOC,2027,0.0015
REGION1,LNDCP06IRSOC,LSOC,2028,0.0013
REGION1,LNDCP06IRSOC,LSOC,2029,0.0011
REGION1,LNDCP06IRSOC,LSOC,2030,0.0009
REGION1,LNDCP06IRSOE,LSOE,2016,0.0024
REGION1,LNDCP06IRSOE,LSOE,2017,0.0028
REGION1,LNDCP06IRSOE,LSOE,2018,0.0026
REGION1,LNDCP06IRSOE,LSOE,2019,0.0024
REGION1,LNDCP06IRSOE,LSOE,2020,0.0022
REGION1,LNDCP06IRSOE,LSOE,2021,0.002
REGION1,LNDCP06IRSOE,LSOE,2022,0.0018
REGION1,LNDCP06IRSOE,LSOE,2023,0.0016
REGION1,LNDCP06IRSOE,LSOE,2024,0.0014
REGION1,LNDCP06IRSOE,LSOE,2025,0.0012
REGION1,LNDCP06IRSOE,LSOE,2026,0.001
REGION1,LNDCP06IRSOE,LSOE,2027,0.0009
REGION1,LNDCP06IRSOE,LSOE,2028,0.0007
REGION1,LNDCP06IRSOE,LSOE,2029,0.0006
REGION1,LNDCP06IRSOE,LSOE,2030,0.0005
REGION1,LNDCP06LRMRD,LMRD,2016,0.0018
REGION1,LNDCP06LRMRD,LMRD,2017,0.0021
REGION1,LNDCP06LRMRD,LMRD,2018,0.0024
REGION1,LNDCP06LRMRD,LMRD,2019,0.0023
REGION1,LNDCP06LRMRD,LMRD,2020,0.0019
REGION1,LNDCP06LRMRD,LMRD,2021,0.0016
REGION1,LNDCP06LRMRD,LMRD,2022,0.0014
REGION1,LNDCP06LRMRD,LMRD,2023,0.0012
REGION1,LNDCP06LRMRD,LMRD,2024,0.001
REGION1,LNDCP06LRMRD,LMRD,2025,0.0008
REGION1,LNDCP06LRMRD,LMRD,2026,0.0007
REGION1,LNDCP06LRMRD,LMRD,2027,0.0006
REGION1,LNDCP06LRMRD,LMRD,2028,0.0005
REGION1,LNDCP06LRMRD,LMRD,2029,0.0004
REGION1,LNDCP06LRMRD,LMRD,2030,0.0004
REGION1,LNDCP06LRNOC,LNOC,2016,0.002
REGION1,LNDCP06LRNOC,LNOC,2017,0.0023
REGION1,LNDCP06LRNOC,LNOC,2018,0.0027
REGION1,LNDCP06LRNOC,LNOC,2019,0.0024
REGION1,LNDCP06LRNOC,LNOC,2020,0.0022
REGION1,LNDCP06LRNOC,LNOC,2021,0.002
REGION1,LNDCP06LRNOC,LNOC,2022,0.0018
REGION1,LNDCP06LRNOC,LNOC,2023,0.0016
REGION1,LNDCP06LRNOC,LNOC,2024,0.0013
REGION1,LNDCP06LRNOC,LNOC,2025,0.0011
REGION1,LNDCP06LRNOC,LNOC,2026,0.001
REGION1,LNDCP06LRNOC,LNOC,2027,0.0008
REGION1,LNDCP06LRNOC,LNOC,2028,0.0007
REGION1,LNDCP06LRNOC,LNOC,2029,0.0006
REGION1,LNDCP06LRNOC,LNOC,2030,0.0005
REGION1,LNDCP06LRNOE,LNOE,2016,0.0018
REGION1,LNDCP06LRNOE,LNOE,2017,0.0021
REGION1,LNDCP06LRNOE,LNOE,2018,0.0024
REGION1,LNDCP06LRNOE,LNOE,2019,0.0022
REGION1,LNDCP06LRNOE,LNOE,2020,0.002
REGION1,LNDCP06LRNOE,LNOE,2021,0.0018
REGION1,LNDCP06LRNOE,LNOE,2022,0.0017
REGION1,LNDCP06LRNOE,LNOE,2023,0.0015
REGION1,LNDCP06LRNOE,LNOE,2024,0.0013
REGION1,LNDCP06LRNOE,LNOE,2025,0.0011
REGION1,LNDCP06LRNOE,LNOE,2026,0.0009
REGION1,LNDCP06LRNOE,LNOE,2027,0.0008
REGION1,LNDCP06LRNOE,LNOE,2028,0.0007
REGION1,LNDCP06LRNOE,LNOE,2029,0.0006
REGION1,LNDCP06LRNOE,LNOE,2030,0.0005
REGION1,LNDCP06LRNOW,LNOW,2016,0.0018
REGION1,LNDCP06LRNOW,LNOW,2017,0.002
REGION1,LNDCP06LRNOW,LNOW,2018,0.0023
REGION1,LNDCP06LRNOW,LNOW,2019,0.0027
REGION1,LNDCP06LRNOW,LNOW,2020,0.0031
REGION1,LNDCP06LRNOW,LNOW,2021,0.0036
REGION1,LNDCP06LRNOW,LNOW,2022,0.0033
REGION1,LNDCP06LRNOW,LNOW,2023,0.0031
REGION1,LNDCP06LRNOW,LNOW,2024,0.0028
REGION1,LNDCP06LRNOW,LNOW,2025,0.0026
REGION1,LNDCP06LRNOW,LNOW,2026,0.0023
REGION1,LNDCP06LRNOW,LNOW,2027,0.0021
REGION1,LNDCP06LRNOW,LNOW,2028,0.0019
REGION1,LNDCP06LRNOW,LNOW,2029,0.0016
REGION1,LNDCP06LRNOW,LNOW,2030,0.0014
REGION1,LNDCP06LRRRD,LRRD,2016,0.0015
REGION1,LNDCP06LRRRD,LRRD,2017,0.0014
REGION1,LNDCP06LRRRD,LRRD,2018,0.0013
REGION1,LNDCP06LRRRD,LRRD,2019,0.0012
REGION1,LNDCP06LRRRD,LRRD,2020,0.0011
REGION1,LNDCP06LRRRD,LRRD,2021,0.001
REGION1,LNDCP06LRRRD,LRRD,2022,0.0009
REGION1,LNDCP06LRRRD,LRRD,2023,0.0007
REGION1,LNDCP06LRRRD,LRRD,2024,0.0006
REGION1,LNDCP06LRRRD,LRRD,2025,0.0005
REGION1,LNDCP06LRRRD,LRRD,2026,0.0005
REGION1,LNDCP06LRRRD,LRRD,2027,0.0004
REGION1,LNDCP06LRRRD,LRRD,2028,0.0003
REGION1,LNDCP06LRRRD,LRRD,2029,0.0003
REGION1,LNDCP06LRRRD,LRRD,2030,0.0002
REGION1,LNDCP06LRSOC,LSOC,2016,0.0028
REGION1,LNDCP06LRSOC,LSOC,2017,0.0033
REGION1,LNDCP06LRSOC,LSOC,2018,0.0038
REGION1,LNDCP06LRSOC,LSOC,2019,0.0043
REGION1,LNDCP06LRSOC,LSOC,2020,0.004
REGION1,LNDCP06LRSOC,LSOC,2021,0.0036
REGION1,LNDCP06LRSOC,LSOC,2022,0.0032
REGION1,LNDCP06LRSOC,LSOC,2023,0.0028
REGION1,LNDCP06LRSOC,LSOC,2024,0.0023
REGION1,LNDCP06LRSOC,LSOC,2025,0.002
REGION1,LNDCP06LRSOC,LSOC,2026,0.0017
REGION1,LNDCP06LRSOC,LSOC,2027,0.0014
REGION1,LNDCP06LRSOC,LSOC,2028,0.0012
REGION1,LNDCP06LRSOC,LSOC,2029,0.001
REGION1,LNDCP06LRSOC,LSOC,2030,0.0009
REGION1,LNDCP06LRSOE,LSOE,2016,0.0016
REGION1,LNDCP06LRSOE,LSOE,2017,0.0018
REGION1,LNDCP06LRSOE,LSOE,2018,0.0021
REGION1,LNDCP06LRSOE,LSOE,2019,0.0024
REGION1,LNDCP06LRSOE,LSOE,2020,0.002
REGION1,LNDCP06LRSOE,LSOE,2021,0.0017
REGION1,LNDCP06LRSOE,LSOE,2022,0.0015
REGION1,LNDCP06LRSOE,LSOE,2023,0.0013
REGION1,LNDCP06LRSOE,LSOE,2024,0.0011
REGION1,LNDCP06LRSOE,LSOE,2025,0.0009
REGION1,LNDCP06LRSOE,LSOE,2026,0.0008
REGION1,LNDCP06LRSOE,LSOE,2027,0.0007
REGION1,LNDCP06LRSOE,LSOE,2028,0.0006
REGION1,LNDCP06LRSOE,LSOE,2029,0.0005
REGION1,LNDCP06LRSOE,LSOE,2030,0.0004
REGION1,LNDCP07HIMRD,LMRD,2016,0.0099
REGION1,LNDCP07HIMRD,LMRD,2017,0.0093
REGION1,LNDCP07HIMRD,LMRD,2018,0.0086
REGION1,LNDCP07HIMRD,LMRD,2019,0.0079
REGION1,LNDCP07HIMRD,LMRD,2020,0.0073
REGION1,LNDCP07HIMRD,LMRD,2021,0.0066
REGION1,LNDCP07HIMRD,LMRD,2022,0.006
REGION1,LNDCP07HIMRD,LMRD,2023,0.0053
REGION1,LNDCP07HIMRD,LMRD,2024,0.0046
REGION1,LNDCP07HIMRD,LMRD,2025,0.0039
REGION1,LNDCP07HIMRD,LMRD,2026,0.0034
REGION1,LNDCP07HIMRD,LMRD,2027,0.0028
REGION1,LNDCP07HIMRD,LMRD,2028,0.0024
REGION1,LNDCP07HIMRD,LMRD,2029,0.0021
REGION1,LNDCP07HIMRD,LMRD,2030,0.0017
REGION1,LNDCP07HINOC,LNOC,2016,0.0108
REGION1,LNDCP07HINOC,LNOC,2017,0.0101
REGION1,LNDCP07HINOC,LNOC,2018,0.0093
REGION1,LNDCP07HINOC,LNOC,2019,0.0086
REGION1,LNDCP07HINOC,LNOC,2020,0.0079
REGION1,LNDCP07HINOC,LNOC,2021,0.0072
REGION1,LNDCP07HINOC,LNOC,2022,0.0065
REGION1,LNDCP07HINOC,LNOC,2023,0.0057
REGION1,LNDCP07HINOC,LNOC,2024,0.005
REGION1,LNDCP07HINOC,LNOC,2025,0.0043
REGION1,LNDCP07HINOC,LNOC,2026,0.0037
REGION1,LNDCP07HINOC,LNOC,2027,0.0031
REGION1,LNDCP07HINOC,LNOC,2028,0.0026
REGION1,LNDCP07HINOC,LNOC,2029,0.0023
REGION1,LNDCP07HINOC,LNOC,2030,0.0019
REGION1,LNDCP07HINOE,LNOE,2016,0.0097
REGION1,LNDCP07HINOE,LNOE,2017,0.0091
REGION1,LNDCP07HINOE,LNOE,2018,0.0084
REGION1,LNDCP07HINOE,LNOE,2019,0.0078
REGION1,LNDCP07HINOE,LNOE,2020,0.0071
REGION1,LNDCP07HINOE,LNOE,2021,0.0065
REGION1,LNDCP07HINOE,LNOE,2022,0.0058
REGION1,LNDCP07HINOE,LNOE,2023,0.0052
REGION1,LNDCP07HINOE,LNOE,2024,0.0045
REGION1,LNDCP07HINOE,LNOE,2025,0.0039
REGION1,LNDCP07HINOE,LNOE,2026,0.0033
REGION1,LNDCP07HINOE,LNOE,2027,0.0028
REGION1,LNDCP07HINOE,LNOE,2028,0.0024
REGION1,LNDCP07HINOE,LNOE,2029,0.002
REGION1,LNDCP07HINOE,LNOE,2030,0.0017
REGION1,LNDCP07HINOW,LNOW,2016,0.0128
REGION1,LNDCP07HINOW,LNOW,2017,0.0119
REGION1,LNDCP07HINOW,LNOW,2018,0.0111
REGION1,LNDCP07HINOW,LNOW,2019,0.0102
REGION1,LNDCP07HINOW,LNOW,2020,0.0094
REGION1,LNDCP07HINOW,LNOW,2021,0.0085
REGION1,LNDCP07HINOW,LNOW,2022,0.0077
REGION1,LNDCP07HINOW,LNOW,2023,0.0068
REGION1,LNDCP07HINOW,LNOW,2024,0.006
REGION1,LNDCP07HINOW,LNOW,2025,0.0051
REGION1,LNDCP07HINOW,LNOW,2026,0.0043
REGION1,LNDCP07HINOW,LNOW,2027,0.0037
REGION1,LNDCP07HINOW,LNOW,2028,0.0031
REGION1,LNDCP07HINOW,LNOW,2029,0.0026
REGION1,LNDCP07HINOW,LNOW,2030,0.0023
REGION1,LNDCP07HIRRD,LRRD,2016,0.0055
REGION1,LNDCP07HIRRD,LRRD,2017,0.0051
REGION1,LNDCP07HIRRD,LRRD,2018,0.0047
REGION1,LNDCP07HIRRD,LRRD,2019,0.0044
REGION1,LNDCP07HIRRD,LRRD,2020,0.004
REGION1,LNDCP07HIRRD,LRRD,2021,0.0036
REGION1,LNDCP07HIRRD,LRRD,2022,0.0033
REGION1,LNDCP07HIRRD,LRRD,2023,0.0029
REGION1,LNDCP07HIRRD,LRRD,2024,0.0025
REGION1,LNDCP07HIRRD,LRRD,2025,0.0022
REGION1,LNDCP07HIRRD,LRRD,2026,0.0018
REGION1,LNDCP07HIRRD,LRRD,2027,0.0016
REGION1,LNDCP07HIRRD,LRRD,2028,0.0013
REGION1,LNDCP07HIRRD,LRRD,2029,0.0011
REGION1,LNDCP07HIRRD,LRRD,2030,0.001
REGION1,LNDCP07HISOC,LSOC,2016,0.0191
REGION1,LNDCP07HISOC,LSOC,2017,0.0178
REGION1,LNDCP07HISOC,LSOC,2018,0.0165
REGION1,LNDCP07HISOC,LSOC,2019,0.0794
REGION1,LNDCP07HISOC,LSOC,2020,0.168
REGION1,LNDCP07HISOC,LSOC,2021,0.2582
REGION1,LNDCP07HISOC,LSOC,2022,0.3461
REGION1,LNDCP07HISOC,LSOC,2023,0.4272
REGION1,LNDCP07HISOC,LSOC,2024,0.4471
REGION1,LNDCP07HISOC,LSOC,2025,0.4458
REGION1,LNDCP07HISOC,LSOC,2026,0.4445
REGION1,LNDCP07HISOC,LSOC,2027,0.4433
REGION1,LNDCP07HISOC,LSOC,2028,0.442
REGION1,LNDCP07HISOC,LSOC,2029,0.4407
REGION1,LNDCP07HISOC,LSOC,2030,0.4395
REGION1,LNDCP07HISOE,LSOE,2016,0.0106
REGION1,LNDCP07HISOE,LSOE,2017,0.113
REGION1,LNDCP07HISOE,LSOE,2018,0.1673
REGION1,LNDCP07HISOE,LSOE,2019,0.1666
REGION1,LNDCP07HISOE,LSOE,2020,0.1659
REGION1,LNDCP07HISOE,LSOE,2021,0.1652
REGION1,LNDCP07HISOE,LSOE,2022,0.1645
REGION1,LNDCP07HISOE,LSOE,2023,0.1637
REGION1,LNDCP07HISOE,LSOE,2024,0.2237
REGION1,LNDCP07HISOE,LSOE,2025,0.3048
REGION1,LNDCP07HISOE,LSOE,2026,0.3805
REGION1,LNDCP07HISOE,LSOE,2027,0.4495
REGION1,LNDCP07HISOE,LSOE,2028,0.514
REGION1,LNDCP07HISOE,LSOE,2029,0.574
REGION1,LNDCP07HISOE,LSOE,2030,0.6214
REGION1,LNDCP07HRMRD,LMRD,2016,0.0855
REGION1,LNDCP07HRMRD,LMRD,2017,0.0798
REGION1,LNDCP07HRMRD,LMRD,2018,0.0741
REGION1,LNDCP07HRMRD,LMRD,2019,0.0684
REGION1,LNDCP07HRMRD,LMRD,2020,0.0627
REGION1,LNDCP07HRMRD,LMRD,2021,0.057
REGION1,LNDCP07HRMRD,LMRD,2022,0.0513
REGION1,LNDCP07HRMRD,LMRD,2023,0.0456
REGION1,LNDCP07HRMRD,LMRD,2024,0.0394
REGION1,LNDCP07HRMRD,LMRD,2025,0.0335
REGION1,LNDCP07HRMRD,LMRD,2026,0.0285
REGION1,LNDCP07HRMRD,LMRD,2027,0.0242
REGION1,LNDCP07HRMRD,LMRD,2028,0.0206
REGION1,LNDCP07HRMRD,LMRD,2029,0.0175
REGION1,LNDCP07HRMRD,LMRD,2030,0.0149
REGION1,LNDCP07HRNOC,LNOC,2016,0.0928
REGION1,LNDCP07HRNOC,LNOC,2017,0.0866
REGION1,LNDCP07HRNOC,LNOC,2018,0.0804
REGION1,LNDCP07HRNOC,LNOC,2019,0.0742
REGION1,LNDCP07HRNOC,LNOC,2020,0.0681
REGION1,LNDCP07HRNOC,LNOC,2021,0.0619
REGION1,LNDCP07HRNOC,LNOC,2022,0.0557
REGION1,LNDCP07HRNOC,LNOC,2023,0.0495
REGION1,LNDCP07HRNOC,LNOC,2024,0.0433
REGION1,LNDCP07HRNOC,LNOC,2025,0.0371
REGION1,LNDCP07HRNOC,LNOC,2026,0.0316
REGION1,LNDCP07HRNOC,LNOC,2027,0.0268
REGION1,LNDCP07HRNOC,LNOC,2028,0.0228
REGION1,LNDCP07HRNOC,LNOC,2029,0.0194
REGION1,LNDCP07HRNOC,LNOC,2030,0.0165
REGION1,LNDCP07HRNOE,LNOE,2016,0.0838
REGION1,LNDCP07HRNOE,LNOE,2017,0.0782
REGION1,LNDCP07HRNOE,LNOE,2018,0.0726
REGION1,LNDCP07HRNOE,LNOE,2019,0.067
REGION1,LNDCP07HRNOE,LNOE,2020,0.0614
REGION1,LNDCP07HRNOE,LNOE,2021,0.0558
REGION1,LNDCP07HRNOE,LNOE,2022,0.0503
REGION1,LNDCP07HRNOE,LNOE,2023,0.0447
REGION1,LNDCP07HRNOE,LNOE,2024,0.0391
REGION1,LNDCP07HRNOE,LNOE,2025,0.0335
REGION1,LNDCP07HRNOE,LNOE,2026,0.0285
REGION1,LNDCP07HRNOE,LNOE,2027,0.0242
REGION1,LNDCP07HRNOE,LNOE,2028,0.0206
REGION1,LNDCP07HRNOE,LNOE,2029,0.0175
REGION1,LNDCP07HRNOE,LNOE,2030,0.0149
REGION1,LNDCP07HRNOW,LNOW,2016,0.1101
REGION1,LNDCP07HRNOW,LNOW,2017,0.1028
REGION1,LNDCP07HRNOW,LNOW,2018,0.0955
REGION1,LNDCP07HRNOW,LNOW,2019,0.0881
REGION1,LNDCP07HRNOW,LNOW,2020,0.0808
REGION1,LNDCP07HRNOW,LNOW,2021,0.0734
REGION1,LNDCP07HRNOW,LNOW,2022,0.0661
REGION1,LNDCP07HRNOW,LNOW,2023,0.0587
REGION1,LNDCP07HRNOW,LNOW,2024,0.0514
REGION1,LNDCP07HRNOW,LNOW,2025,0.0441
REGION1,LNDCP07HRNOW,LNOW,2026,0.0374
REGION1,LNDCP07HRNOW,LNOW,2027,0.0318
REGION1,LNDCP07HRNOW,LNOW,2028,0.0271
REGION1,LNDCP07HRNOW,LNOW,2029,0.023
REGION1,LNDCP07HRNOW,LNOW,2030,0.0195
REGION1,LNDCP07HRRRD,LRRD,2016,0.047
REGION1,LNDCP07HRRRD,LRRD,2017,0.0439
REGION1,LNDCP07HRRRD,LRRD,2018,0.0408
REGION1,LNDCP07HRRRD,LRRD,2019,0.0376
REGION1,LNDCP07HRRRD,LRRD,2020,0.0345
REGION1,LNDCP07HRRRD,LRRD,2021,0.0314
REGION1,LNDCP07HRRRD,LRRD,2022,0.0282
REGION1,LNDCP07HRRRD,LRRD,2023,0.0251
REGION1,LNDCP07HRRRD,LRRD,2024,0.022
REGION1,LNDCP07HRRRD,LRRD,2025,0.0187
REGION1,LNDCP07HRRRD,LRRD,2026,0.0159
REGION1,LNDCP07HRRRD,LRRD,2027,0.0135
REGION1,LNDCP07HRRRD,LRRD,2028,0.0115
REGION1,LNDCP07HRRRD,LRRD,2029,0.0097
REGION1,LNDCP07HRRRD,LRRD,2030,0.0083
REGION1,LNDCP07HRSOC,LSOC,2016,0.1642
REGION1,LNDCP07HRSOC,LSOC,2017,0.1532
REGION1,LNDCP07HRSOC,LSOC,2018,0.1423
REGION1,LNDCP07HRSOC,LSOC,2019,0.1313
REGION1,LNDCP07HRSOC,LSOC,2020,0.1204
